id,start_date,lat,lon,l3,surface_total,surface_covered,price,title,property_type,operation_type
4Waj37kDLXXZU0knIZvC1Q==,2019-04-02,-34.5985184,-58.430495,Villa Crespo,36.0,36.0,10000.0,ALQUILER Mono DIVISIBLE en Villa Crespo  APTO CRÉDITO  APTO PROFESIONAL.,Departamento,Alquiler
Ny4bm/JpD6uRfarpbWrtSw==,2019-04-02,-34.635746,-58.451101,Flores,44.0,44.0,13000.0,Alquiler PH 2 ambientes c/patio PB,PH,Alquiler
7lybftB9uarwonMcqabb3w==,2019-04-02,-34.5816693746,-58.4709154495,Villa Urquiza,100.0,60.0,17000.0,PH EN ALQUILER,PH,Alquiler
w4Yzu4lsfKikGOCyOmfdag==,2019-04-02,-34.6285882,-58.4663421,Flores,50.0,50.0,11000.0,ALQUILER FLORES 2 AMBIENTES1º X ESCALERA AMPLIO. RECIEN PINTADO.LATERAL LUMINOSO.,Departamento,Alquiler
41sMNYsw9VHrDn73I5itzQ==,2019-04-02,-34.5987316649,-58.4121275847,Almagro,49.0,46.0,15000.0,$15.000 - 2 amb - Almagro - Gallo 900 (ViV),Departamento,Alquiler
XzS5YFJ+ZAoWa3BhVTbPjA==,2019-04-02,-34.582645,-58.426838,Palermo,62.0,62.0,28000.0,Alquiler 2AMB Loft en Duplex + Cochera (Palermo S),Departamento,Alquiler
6Rz/6aPU2cl9ksLHYQgEzQ==,2019-04-02,-34.5738528,-58.4234718,Palermo,55.0,55.0,20000.0,2 ambientes amoblado en Palermo Nuevo con vista al río!,Departamento,Alquiler
bS89TC/MP0y69koMFbNjhA==,2019-04-02,-34.5773582,-58.407118,Palermo,42.0,42.0,20000.0,Lafinur 3200/Departamento 2 ambientes Amoblado en alquiler,Departamento,Alquiler
zxjK8sTWT5qGImDYHwvcbQ==,2019-04-02,-34.5792691,-58.4366421,Palermo,72.0,56.0,25000.0,$ 25.000 - 2 amb con cochera - Ravignani 2000 - Palermo Hollywood.,Departamento,Alquiler
KyPRvulJaxpeku8gCwo6+Q==,2019-04-02,-34.5773582,-58.407118,Palermo,42.0,42.0,20000.0,Lafinur 3200/Departamento 2 ambientes Amoblado en alquiler,Departamento,Alquiler
Hxyyx+1289qtCOedQC9Jcg==,2019-04-02,-34.569539,-58.4501222,Belgrano,43.0,40.0,18200.0,Excelente 2 ambientes en Belgrano,Departamento,Alquiler
tWVYywAJo/ySFWHoPGnk1Q==,2019-04-02,,,Belgrano,50.0,45.0,15000.0,AMPLIO 2 AMBIENTES LUMINOSO CON BALCON,Departamento,Alquiler
zxayf4F9DI0ADVT6O2FkcQ==,2019-04-02,-34.5695836997,-58.4490712404,Belgrano,35.0,35.0,10000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
uOi2aXzKUMUoj8FOOnSE1w==,2019-04-02,-34.563431,-58.459833,Belgrano,40.0,35.0,11500.0,ALQUILER DEPARTAMENTO DOS AMBIENTES CON BALCON,Departamento,Alquiler
WjjZ+KXt9e/+VN7on5TWvw==,2019-04-02,-34.5536439,-58.4526078,Belgrano,50.0,44.0,16000.0,Avenida Monroe 1629 5º - Belgrano - Capital Federal,Departamento,Alquiler
3dP1Bfw4jxEncYhueePOrQ==,2019-04-02,-34.567907,-58.436862,Belgrano,46.0,46.0,14000.0,Depto 2amb con balcón y lavadero,Departamento,Alquiler
BHeSl9Ig/y6QQ/Tl/FKrrA==,2019-04-02,-34.6222127,-58.4373045,Caballito,38.0,37.0,10500.0,Muy lindo 2 ambientes luminoso Apto Profesional mts J B Alberdi y subte,Departamento,Alquiler
jDWqTi+2x1PAL1prx1h6HQ==,2019-04-02,-34.6159832,-58.4391503,Caballito,45.0,45.0,10000.0,"Caballito, 2 Ambientes Amplios y Luminosos, Excelente Ubicacion",Departamento,Alquiler
jmD+XGYlKxoRjXYU4+xtCA==,2019-04-02,-34.5879992,-58.3842041,Barrio Norte,30.0,30.0,17500.0,Impecable 2 Ambientes Amoblado y Equipado a Metros del Patio Bullrich,Departamento,Alquiler
EecMYu5MB5To60SS4Hxogg==,2019-04-02,-34.5845219,-58.4134053,Barrio Norte,45.0,40.0,13500.0,"EXCELENTE DEPARTAMENTO EN EDIFICIO CON PILETA, CONTRAFRENTE",Departamento,Alquiler
N4ChkZYrn4x8XU4Skx+SAg==,2019-04-02,-34.600963,-58.405294,Barrio Norte,34.0,34.0,15500.0,2AMB Alq 24 Meses Gran Ubicacion -Disp: 01/Mayo/19,Departamento,Alquiler
VgLX/VQCSENJJgbINkSH0g==,2019-04-02,-34.5749506,-58.4828278,Villa Urquiza,30.0,30.0,10300.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
GIiTcwQUPRJb1uB8ra8+fA==,2019-04-02,-34.59008789,-58.40852356,Barrio Norte,115.0,75.0,15000.0,Santa Fe   3000 - $ 15.000 - Negocio Especial Alquiler,Local comercial,Alquiler
GsiVi3dTi4N28on7GF2fgQ==,2019-04-02,-34.59008789,-58.40852356,Barrio Norte,115.0,75.0,15000.0,Santa Fe   3000 - $ 15.000 - Negocio Especial Alquiler,Local comercial,Alquiler
rpudX2i4Oo2VZC/IdtYxsQ==,2019-04-02,-34.6046475,-58.4306147,Almagro,57.0,54.0,18000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
DSpfFibPVPw0GEbuezXr0Q==,2019-04-02,,,Palermo,55.0,55.0,17000.0,ALQUILER PALERMO  SOHO. 3 AMBIENTES. SUPER LUMINOSO.  3 CUADRAS AV SANTA FE,Departamento,Alquiler
3V1MjiT4uwa7KuTxD+kR2g==,2019-04-02,-34.5825696,-58.4248611,Palermo,52.0,52.0,15000.0,CHARCAS 4500- PALERMO DEPARTAMENTO EN ALQUILER TRES AMBIENTES,Departamento,Alquiler
TFFB7+F2kTAMNpABcq/zCg==,2019-04-02,-34.5755092,-58.4383899,Palermo,86.0,79.0,35000.0,Alquiler Dpto 3 amb cochera Palermo Piscina,Departamento,Alquiler
q7KmkwV561b6crf+v5eMMg==,2019-04-02,-34.5914732,-58.4188378,Palermo,65.0,65.0,19000.0,departamento de 3 ambientes con balcon al frente en excelente zona,Departamento,Alquiler
kwvZFf6vgtuq4wOnWu0GLQ==,2019-04-02,,,Palermo,92.0,83.0,42000.0,Departamento en Torre Town House,Departamento,Alquiler
59XHS1d2W+oOoFLdi7hnyg==,2019-04-02,-34.5598745067,-58.4446634442,Belgrano,87.0,80.0,34900.0,Alquiler BELGRANO TORRE-Categoría-Luminoso-VIG24hs-Cochera FIJA,Departamento,Alquiler
yeDxcA50AZOd88tr2yviMg==,2019-04-02,-34.591972,-58.398203,Recoleta,75.0,69.0,18000.0,Recoleta: excelente 3 amb con dependencia y balcon,Departamento,Alquiler
d7IYySPGOhrltT9jZfbVwg==,2019-04-02,-34.5931411,-58.3970063,Recoleta,70.0,63.0,28000.0,Estupendo Departamento de 3 ambientes a contrafrente Apto Profesional en Recoleta,Departamento,Alquiler
jbwGzBqPSaYu8PADvjjz/w==,2019-04-02,,,Caballito,77.0,70.0,35000.0,Excelente 3 Amb Piso 25 con Balcón y Cochera Fija en Caballito. Amenities.,Departamento,Alquiler
eOLJvHaU8qFFJ7GI2Dg7dg==,2019-04-02,,,Barrio Norte,59.0,54.0,19000.0,AGüERO 1939 3 AMB ALQUILER C/FTE B/CON,Departamento,Alquiler
m7jHPv64mhfpAbPiIWYnhQ==,2019-04-02,-34.5701444,-58.4838385,Villa Urquiza,75.0,65.0,20000.0,Departamento 3 ambientes con balcon terraza.,Departamento,Alquiler
Iov/FT2aSRPd2Zpn3oj+9g==,2019-04-02,-34.5788828,-58.4092356,Palermo,195.0,180.0,60000.0,Piso alto! Scalabrini y Segui - Seguridad 24hs,Departamento,Alquiler
KxdSFVEYyLVEWzgGDMGbOw==,2019-04-02,-34.5681258,-58.4540575,Belgrano,105.0,95.0,54900.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
b+6jWd3JsnKmPpCOA9dM+Q==,2019-04-02,-34.5634859,-58.4493258,Belgrano,117.0,109.0,37000.0,"José Hernandez 1900 alquiler semipiso de 3 dormitorios, dependencias, cochera, vig.",Departamento,Alquiler
dakycyefh/Z/5mw9OdYfPw==,2019-04-02,-34.563727,-58.467714,Belgrano,80.0,80.0,21500.0,ALQUILER DEPTO 4 AMB. Edificio Torre - BELGRANO,Departamento,Alquiler
ReOad6Moah9OJQlDhxjA7A==,2019-04-02,-34.589422,-58.407484,Barrio Norte,87.0,80.0,20000.0,Barrio Norte Alquiler 3 amb depend APTO PROF,Departamento,Alquiler
76+Q/B+GkaeyNa0TdqgZTA==,2019-04-02,-34.5771066,-58.4829588,Villa Urquiza,80.0,80.0,30000.0,"Departamento 4 Ambientes al frente, Balcón con parrilla, cochera",Departamento,Alquiler
VhC8qWbIegFJMaHP82Z4kQ==,2019-02-16,-34.59791946,-58.42505264,Almagro,38.0,38.0,25000.0,Estado De Palestina  1100 - $ 25.000 - Departamento Alquiler,Departamento,Alquiler
ZXUIWgU2mDGVPEzBIe2xow==,2019-02-16,-34.5958641,-58.4151198,Palermo,39.0,39.0,14000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
O6unEznyzhoXsVwnuMgNMQ==,2019-02-16,-34.5747326,-58.4234758,Palermo,30.0,30.0,10000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
DYdVev5irlBRTGi89X1IfQ==,2019-02-16,-34.58592224,-58.4192276,Palermo,48.0,44.0,15000.0,Malabia  2300 PB - $ 15.000 - Departamento Alquiler,Departamento,Alquiler
3C1nEfj8P33CMN0AVnup+A==,2019-02-16,-34.5975412503,-58.3770261579,Barrio Norte,36.0,36.0,12500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
Et/Xsn/yq/anmZvCB2FudQ==,2019-02-16,-34.5986633,-58.3810799,Barrio Norte,42.0,42.0,14000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
Y/u3BlOwJtPKVEQlb5pf+g==,2019-02-16,-34.5977421,-58.4376182,Villa Crespo,72.0,65.0,18000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
2A195g1iNWezee2Sm6f11Q==,2019-02-16,-34.587505,-58.428162,Palermo,32.0,32.0,28000.0,Local en esquina de Borges y Costa Rica.- Apto varios destinos.-,Local comercial,Alquiler
Xko/9lL0hns46meGTQG+lA==,2019-02-16,-34.5762679,-58.4351092,Palermo,40.0,36.0,13000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
0hD5gqN82gHN2m8sWrhTrg==,2019-02-16,-34.58918762,-58.41276932,Palermo,55.0,35.0,16000.0,Bulnes  1900 10°  - $ 16.000 - Departamento Alquiler,Departamento,Alquiler
RqxfIrJ6h7Wv65EitMaHYA==,2019-02-16,-34.582146,-58.422741,Palermo,37.0,37.0,13000.0,Alquiler Departamento en Palermo Capital Federal Thames 2400,Departamento,Alquiler
qX7WpLuLKYhWJTmmccwKJw==,2019-02-16,-34.56291962,-58.46519089,Belgrano,49.0,41.0,20000.0,Blanco Encalada  3000 2°  - $ 20.000 - Departamento Alquiler,Departamento,Alquiler
3t7AOffG0U83j1TpnApTBw==,2019-02-16,-34.5669681,-58.4723408,Belgrano,35.0,35.0,10000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
NW00U3YZtjAmEKbAaDs2Mg==,2019-02-16,-34.62316132,-58.44789505,Caballito,42.0,30.0,13000.0,Rivadavia  5800 9°  - $ 13.000 - Departamento Alquiler,Departamento,Alquiler
1nSYKThHATrpR8nS2gMPWQ==,2019-02-16,-34.58918762,-58.41276932,Barrio Norte,55.0,35.0,16000.0,Bulnes  1900 10°  - $ 16.000 - Departamento Alquiler,Departamento,Alquiler
CObO2RoenwR7Vv7r63KxqA==,2019-02-16,-34.620897,-58.460486,Flores,36.0,36.0,12000.0,2 ambientes en Flores con bajas expensas,Departamento,Alquiler
j5mM++yeI+fBGIntJkoFOA==,2019-02-16,-34.5452137,-58.47084,Nuñez,46.0,42.0,18500.0,Departamento - Nuñez,Departamento,Alquiler
/nmnlIQmga1WFxjRTes57w==,2019-02-16,-34.5980468,-58.4203474,Almagro,35.0,32.0,18500.0,"Alquiler temporario en Almagro, Medrano y Cordoba",Departamento,Alquiler
w3Km8V3OygQL8XOhyxW9lQ==,2019-02-16,-34.577508,-58.437021,Palermo,62.0,55.0,26000.0,"ALQUILER DÚPLEX 2 AMB Balcón Terraza, apto prof.",Departamento,Alquiler
9UMsQbqV7eS7JUfQC+gAwA==,2019-02-16,-34.575162,-58.434885,Palermo,37.0,33.0,14000.0,Alquiler Departamento 2 amb Palermo,Departamento,Alquiler
MFC1lBYezYbzLWwb4veSGw==,2019-02-16,-34.5848794,-58.4232657,Palermo,51.0,48.0,22000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
cvsXp498h3pgjhcxe+qL3A==,2019-02-16,-34.5661080788,-58.4521647767,Belgrano,50.0,45.0,14900.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
pEsRERYIi6YJ7CIz6CMzVA==,2019-02-16,-34.5907917,-58.4008429,Recoleta,36.0,36.0,11000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
vhXvWe843kRy9Wy3kWTRkA==,2019-02-16,,,Caballito,43.0,43.0,12500.0,Departamento de 2 ambientes reciclado totalmente.,Departamento,Alquiler
PrlROwZzv8eux2ck9qWMUg==,2019-02-16,-34.576539,-58.488256,Villa Urquiza,50.0,50.0,12000.0,Alquiler dpto 2 ambientes PH Villa urquiza,Departamento,Alquiler
TNRv55mRnHq4xuqDijWZdg==,2019-02-16,-34.576569,-58.486132,Villa Urquiza,39.0,39.0,11000.0,ALQUILER DOS AMBIENTES APTO PROF EXC UBICACION,Departamento,Alquiler
UaaCNwHjWqllMGGDnDlPKw==,2019-02-16,-34.550208,-58.467679,Nuñez,100.0,100.0,38000.0,"3  amb alquiler Nunez, cochera cub, Torre Wow",Departamento,Alquiler
iwO+xejUpbNKBlC9oFC9fA==,2019-02-16,,,Palermo,80.0,80.0,30000.0,Billinghurst - Libertador: PISO ALTO AL CONTRAFRENTE COCHERA IMPECABLE CON VISTA A PULMON,Departamento,Alquiler
fFSl518qCF/ke7AwcpjJLg==,2019-02-16,-34.5774452,-58.4346098,Palermo,71.0,65.0,27500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
Zt1GzCIjNSobygqvEFpE7Q==,2019-02-16,-34.587891,-58.411537,Palermo,55.0,55.0,20500.0,Alquiler Departamento en Palermo Capital Federal Bulnes 2100,Departamento,Alquiler
5+DwW+S3pqRp2wsL2VuBAg==,2019-02-16,-34.5774452,-58.4346098,Palermo,71.0,65.0,27500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
6DOffwA2Yh62S2FR49HsCg==,2019-02-16,-34.5630063,-58.4574819,Belgrano,88.0,79.0,23000.0,"BELGRANO | Ciudad de La Paz al 2000, Departamento 3 ambientes con cochera.",Departamento,Alquiler
vP8iKu6vsraYUvzSMF1qRQ==,2019-02-16,-34.5618644,-58.4491796,Belgrano,100.0,100.0,29000.0,Alquiler - La Pampa 1800,Departamento,Alquiler
MaGYVHck4+EUOs3NIDxILA==,2019-02-16,-34.5873628,-58.4073466,Recoleta,70.0,65.0,26000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
4+L4et+KQMpg39CngXUnnw==,2019-02-16,-34.6111526,-58.4347611,Caballito,73.0,65.0,16000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
jPswW247WwkJQyy3tYOrcw==,2019-02-16,-34.5892331,-58.4038253,Barrio Norte,55.0,55.0,17000.0,Alquiler - Aguero 1900,Departamento,Alquiler
tdVeuV8pretdJnImJ8v8bw==,2019-02-16,,,Barrio Norte,80.0,80.0,30000.0,Billinghurst - Libertador: PISO ALTO AL CONTRAFRENTE COCHERA IMPECABLE CON VISTA A PULMON,Departamento,Alquiler
meGqJUJNi5XpsRbJDH+45Q==,2019-02-16,-34.6021803,-58.4302424,Almagro,86.0,80.0,18000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
xfZlzrmxwYEy35tm7vJIUw==,2019-02-16,-34.5599419,-58.4652839,Belgrano,135.0,127.0,38000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
h2TnqbYdyWNkfmDYvULngA==,2019-02-27,-34.586151,-58.430332,Palermo,46.0,40.0,16000.0,Alquiler PH en Palermo Capital Federal Costa Rica 5100,PH,Alquiler
udrMG0lUH7X7ELjGVo0z9w==,2019-02-27,,,Caballito,81.0,75.0,27000.0,ALQUILER DPTO. 4 AMB - MANUELA RODRIGUEZ 1500 PB- VILLA CRESPO,PH,Alquiler
34VmCH+TP7sl7JTfrNsjuw==,2019-02-27,-34.6020458,-58.4439422,Villa Crespo,149.0,149.0,25000.0,Depto.tipo casa de 5 ambientes en Alquiler en Villa crespo,PH,Alquiler
Z1eBhnAx3B9J3tHR++KFKw==,2019-02-27,-34.580974,-58.4344231,Palermo,90.0,75.0,22000.0,Oficina en alquiler. Palermo,Oficina,Alquiler
q5dVPBmsaPENWoHQi+6eCg==,2019-02-27,-34.5806901632,-58.4344545895,Palermo,90.0,75.0,22000.0,Oficina en alquiler. Palermo Hollywood,Oficina,Alquiler
DAyh1tKaie3BiRzetqiJLQ==,2019-02-27,-34.5977092,-58.4424101,Villa Crespo,85.0,82.0,14000.0,OFICINA EN ALQUILER,Oficina,Alquiler
DAK+JwoACWLkLWHT9SGx3g==,2019-02-27,-34.5945677,-58.3815289,Recoleta,180.0,180.0,48000.0,Oficina sobre 9 de Julio,Oficina,Alquiler
859MD6WSYC8egmy57JDwYQ==,2019-02-27,-34.5839221,-58.4461251,Palermo,60.0,60.0,17000.0,ALQUILER - DUPLEX - PALERMO!,Departamento,Alquiler
4SiKGAqzY8H56k/VM54U/g==,2019-02-27,-34.6238225888,-58.4448364174,Caballito,55.0,50.0,14000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
fM/dcfFcENwRcZE+cM9xmQ==,2019-02-27,-34.5940263,-58.3998853,Barrio Norte,75.0,75.0,24000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
3J8sbzCrBuhOej/+tX74SQ==,2019-02-27,-34.5536258,-58.459543,Nuñez,35.0,30.0,13000.0,Departamento - Nuñez,Departamento,Alquiler
W55I0arcXYQ2gTX9Ei4W9w==,2019-02-27,-34.542653,-58.462335,Nuñez,33.0,30.0,17000.0,Alquiler Monoamb amueblado vista al Río d la Plata,Departamento,Alquiler
pU5QVoRRzF5DwizcnQzMXg==,2019-02-27,-34.548036,-58.471338,Nuñez,33.0,29.0,13500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
/Tse9mwg7zwmvhRV4vkXJw==,2019-02-27,-34.5867634,-58.4251629,Palermo,37.0,35.0,16000.0,Departamento - Palermo,Departamento,Alquiler
KeB/F312G6k2l6/RTQPdcA==,2019-02-27,-34.586946,-58.4127,Palermo,28.0,28.0,12500.0,Monoambiente excelente ubicación !!,Departamento,Alquiler
tzg+hZULLo5JRATku8b5rQ==,2019-02-27,-34.5899913,-58.4239791,Palermo,39.0,37.0,13800.0,MONOAMBIENTE SUPER LUMINOSO PALERMO SOHO FULL AMENITIES,Departamento,Alquiler
djwc31GLAiE6Hy92eAB56w==,2019-02-27,-34.5640465,-58.4507766,Belgrano,32.0,32.0,11000.0,ALQUILER DE UN  AMBIENTE EN BELGRANO,Departamento,Alquiler
r3FbD8p4sgtsq75VRJIewA==,2019-02-27,-34.559331,-58.446114,Belgrano,39.0,39.0,18500.0,Alquiler Departamento Monoambiente Liberateur,Departamento,Alquiler
FdGfRYP8ewT3/1/My7FYRw==,2019-02-27,-34.6125502,-58.4434044,Caballito,40.0,36.0,14000.0,Alquiler Dpto 1 Ambiente divisible Piso Alto en TORRE de categoria Full Amenities!!!,Departamento,Alquiler
xmKicaQO2yzPiO2VUh/oWQ==,2019-02-27,-34.616363,-58.437492,Caballito,36.0,36.0,12500.0,ALQUILER MONOAMB CABALLITO FTE BALCON LUMINOSO,Departamento,Alquiler
6x1s1I/6IK9o4T0yPyd+GQ==,2019-02-27,-34.6279458,-58.4433316,Caballito,40.0,37.0,10500.0,Emilio Mitre 400 y Bonifacio - Monoambiente con balcon y cocina,Departamento,Alquiler
Z2AhtqB9XyJ4jcmo9WpD3w==,2019-02-27,-34.5965465,-58.3806343,Barrio Norte,56.0,27.0,10500.0,Departamento - Plaza S.Martin,Departamento,Alquiler
ECpt9RvtbLHxXaLnSaCDsA==,2019-02-27,,,Barrio Norte,33.0,33.0,16000.0,Av. Callao y  Juncal,Departamento,Alquiler
ECBw33yzuNzKVn2G+EQdMg==,2019-02-27,-34.5981034,-58.4428059,Villa Crespo,35.0,35.0,17000.0,OPORTUNIDAD! MONOAMBIENTE 35 M² AMUEBLADO Y EQUIPADO EN TORRE DE CATEGORÍA,Departamento,Alquiler
CBijpqcbHMUZPKqhjCI2hg==,2019-02-27,-34.5733817,-58.47354,Villa Urquiza,37.0,32.0,12500.0,ALQUILER EXCELENTE MONOAMBIENTE MUY LUMINOSO A ESTRENAR FULL AMENITIES EN VILLA URQUIZA,Departamento,Alquiler
P+7zp2HRtA3ckl1WOjtPgA==,2019-02-27,-34.5744893121,-58.4730836197,Villa Urquiza,32.0,27.0,15000.0,Excelente departamento en Alquiler con cochera,Departamento,Alquiler
mxatxXi4zU++aOVj8t+hIw==,2019-02-27,-34.570122,-58.484215,Villa Urquiza,30.0,30.0,10000.0,Alquiler Monoambiente c/ 2 impu incl Villa Urquiza,Departamento,Alquiler
yj/ATztjhQotj1cap43TXA==,2019-02-27,-34.63125229,-58.46928024,Flores,75.0,67.0,18000.0,San Pedrito   100 7°  - $ 18.000 - Departamento Alquiler,Departamento,Alquiler
bH+d/SHxg+llWIxqNvzyOA==,2019-02-27,-34.617529,-58.4682273,Flores,35.0,35.0,12000.0,"Departamento 35m² 2 ambientes en Av. Gaona al 3000, Flores, Capital Federal, Flores, por $ 12.000",Departamento,Alquiler
nyVTAwN7x/ZrTLXXDxr9vQ==,2019-02-27,-34.5435686,-58.4619563,Nuñez,45.0,40.0,19000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
eY+H67Y2ROM3MarSlmn0MQ==,2019-02-27,-34.5473518,-58.4600816,Nuñez,44.0,44.0,14000.0,"ALQUILER 2 AMBIENTES  NUÑEZ, RECICLADO",Departamento,Alquiler
4E+HKEGebADFk9F3I3A6DQ==,2019-02-27,-34.5737493,-58.4386453,Palermo,49.0,45.0,14000.0,Departamento - Belgrano,Departamento,Alquiler
uehfnYQP9Vyx1MTD8AtmbQ==,2019-02-27,-34.59182,-58.42562,Palermo,38.0,38.0,12000.0,Departamento de 2 ambientes en Alquiler en Palermo,Departamento,Alquiler
hsYeh9RnYL51Non3fg53Fg==,2019-02-27,-34.5645698159,-58.435789251,Palermo,45.0,45.0,28000.0,2 AMBIENTES AMOBLADO - Gorostiaga y Av. del Libertador,Departamento,Alquiler
rsWCKdbfHnFX8m1l9V5CQQ==,2019-02-27,-34.5891872,-58.4194461,Palermo,45.0,40.0,15000.0,"Guatemala y J.Alvarez-2 amb c/balcón al cfte, 45 m2- Alquiler departamento Palermo",Departamento,Alquiler
FWej/qOFOKTho8b5pUgqfQ==,2019-02-27,-34.55393219,-58.46064377,Belgrano,90.0,67.0,19000.0,Cuba   2800 1°  - $ 19.000 - Departamento Alquiler,Departamento,Alquiler
mPJRA/s/EcxZRoNyl0n42g==,2019-02-27,-34.5682521,-58.459752,Belgrano,55.0,50.0,17000.0,ALQUILER DOS AMBIENTES AL FRENTE,Departamento,Alquiler
IUg2LwPknMnKBgNIj1OAmw==,2019-02-27,-34.5737493,-58.4386453,Belgrano,49.0,45.0,14000.0,Departamento - Belgrano,Departamento,Alquiler
MNgSaXMSI5a/WStBWn9igQ==,2019-02-27,-34.5644966,-58.4414304,Belgrano,50.0,50.0,17500.0,"OPORTUNIDAD! 2 AMB 50 M² EN EDIFICIO DE 4 AÑOS, AMENITIES, VISTA ABIERTA",Departamento,Alquiler
S/S3Q0hPs/Wz85rWMSHP8w==,2019-02-27,-34.5645618,-58.4355947,Belgrano,65.0,51.0,23000.0,Gorostiaga y Libertador: Espectacular 2 ambientes!,Departamento,Alquiler
4E1pwl8IScL5cWzXEq++9A==,2019-02-27,-34.5981968,-58.4041611,Recoleta,49.0,43.0,16000.0,Excelente departamento amoblado con patio,Departamento,Alquiler
Ji2RsSzBMfBRggT1gSW/bQ==,2019-02-27,,,Recoleta,35.0,35.0,23000.0,Departamento temporal en plena Recoleta - La Biela,Departamento,Alquiler
JLguSMgD1b6ydBUARtsoQA==,2019-02-27,-34.5921955797,-58.3964194624,Recoleta,43.0,43.0,15000.0,RECOLETA 2 AMBIENTES ALQUILER,Departamento,Alquiler
2wyE5LZzloX18hk59V+bCQ==,2019-02-27,,,Recoleta,36.0,36.0,13500.0,"Alquiler 2 ambientes recoleta .Muy lindo, apto profesional.",Departamento,Alquiler
GdstvWIOn1hWNPCoazMfsg==,2019-02-27,-34.6351211,-58.4513154,Caballito,62.0,34.0,12000.0,Departamento - Caballito,Departamento,Alquiler
kFq2rLnCHRbZG90sR5B9GA==,2019-02-27,-34.6280608,-58.4361915,Caballito,40.0,40.0,14500.0,DEPARTAMENTO 2 AMBIENTES C/COCHERA - AV. DIRECTORIO 600 - CABALLITO,Departamento,Alquiler
JAMo8o0MXo9EP8uHobEKFA==,2019-02-27,-34.6279291,-58.4493317,Caballito,48.0,45.0,16000.0,ALQUILER de EXCELENTE DEPTO de  2 AMBIENTES con AMENITIES,Departamento,Alquiler
qUFbyahN0SKFtbhRpcLZAw==,2019-02-27,-34.5412898625,-58.4636483056,Nuñez,95.0,91.0,49000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
K6DIkzl2XSXyImZz9h2nkw==,2019-02-27,-34.5412898625,-58.4636483056,Nuñez,95.0,91.0,49000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
3LMzw5/e0erIBzjGFlHwZg==,2019-02-27,-34.6108573,-58.4149374,Almagro,68.0,60.0,14000.0,"Impecable 3 amb. con Dependencia,  Mucha Luz.",Departamento,Alquiler
4xnSbpSKH5pWavE3ES/QyA==,2019-02-27,-34.5873926,-58.423075,Palermo,85.0,85.0,50000.0,3 ambientes de categoría - Torre Esmeralda - Palermo - Único,Departamento,Alquiler
QQRD5WMbkfWgUfi6n8Lz/w==,2019-02-27,-34.585014,-58.421456,Palermo,116.0,108.0,28000.0,Alquiler 3 ambientes con dependencia,Departamento,Alquiler
UV01UrrxAN7GVENLglOsaQ==,2019-02-27,-34.575835,-58.407306,Palermo,67.0,55.0,30000.0,3 ambientes al frente a metros de Plaza Alemania,Departamento,Alquiler
JwaAX3oILsQE7I2M5trp6g==,2019-02-27,-34.5656068,-58.434985,Belgrano,65.0,65.0,20000.0,La Imprenta - Excelente 3 ambientes con muebles,Departamento,Alquiler
I+JKm0+0lDuTEfrUENYoyA==,2019-02-27,-34.58966,-58.390371,Recoleta,95.0,92.0,23000.0,Alquiler 3 ambientes con dependencia en Recoleta,Departamento,Alquiler
irbWC5tw9gFrnetrsLBA6Q==,2019-02-27,-34.6269364,-58.4435192,Caballito,80.0,80.0,15000.0,Hermoso departamento de 3amb en la mejor zona de Caballito APTO PROFESIONAL,Departamento,Alquiler
/qmhdRICMPa/hqDrWEaM4A==,2019-02-27,-34.590231,-58.398811,Barrio Norte,40.0,40.0,18000.0,ALQUILER DEPARTAMENTO 3 AMBIENTES. APTO PROFESIONAL,Departamento,Alquiler
